"Key","Created","SP","Timespent","Title","Description"
"MDL-67943","2020/02/12 09:25:12","3.0","650.0","""Update windows timezone list in core_date""","""*GENERAL NOTE*: If the supported PHP versions were shipped with an older IANA timezone database version at some point, please use the timezone list from the older tz database version. For example, assuming the current supported PHP versions are 7.2, 7.3 and 7.4, and the current tz databse version is _2020a._ As the tz databse version 2020a was released on 23/04/2020, at some point 7.2, 7.3 and 7.4 (prior to 7.4.6) were shipped with the older tz database version. These sites will not have (support) the latest timezone changes from _2020a_ (timezone renaming, deprecation, etc.) and therefore, we should not use or map them in _$badzones_ or deprecate the old timezone strings.      *INSTRUCTIONS*    *PART 1*. Ensure that each windows timezone ([https://support.microsoft.com/en-us/help/973627/microsoft-time-zone-index-values]) exist in _$badzones_ (_lib/classes/date.php_) and have a mapping to current good (canonical) IANA timezone from the IANA timezone information database ([https://data.iana.org/time-zones/]). Please see *GENERAL NOTE* to determine which timezone database version should be used.    Also, ensure that all good IANA timezones have translations.    Resources that could help finding the equivalence between the Windows and the IANA timezones:   * [https://en.wikipedia.org/wiki/List_of_tz_database_time_zones]   * [https://github.com/unicode-org/cldr/blob/master/common/supplemental/windowsZones.xml]    *PART 2*. Ensure that old IANA timezones are not being used as target in the mapping in _$badzones_ (_lib/classes/date.php_). Every old IANA timezone used should be replaced with the good (canonical) IANA timezone. Please see *GENERAL NOTE* to determine which timezone database version should be used to find the old timezones.    Resources that could help finding the IANA timezone changes:   * [https://en.wikipedia.org/wiki/List_of_tz_database_time_zones]   * [https://data.iana.org/time-zones/tzdb-2020a/backward] (replace """"tzdb-2020a"""" if a different tz database version is required**)    *PART 3:* Ensure that there is a mapping between every old timezone and new timezone name in _$badzones_ (_lib/classes/date.php_). Please see *GENERAL NOTE* to determine which timezone database version should be used to find the old timezones.    Additional resources that could help finding the IANA timezone name changes:   * [https://www.php.net/manual/en/timezones.others.php]   * [https://en.wikipedia.org/wiki/List_of_tz_database_time_zones]   * [https://data.iana.org/time-zones/tzdb-2020a/backward] (replace """"tzdb-2020a"""" if a different tz database version is required**)    According to [https://en.wikipedia.org/wiki/List_of_tz_database_time_zones] the old timezone names are either deprecated or they are considered to be an alias to the good (canonical) timezone name.    For a clearer distinction, add the mappings for the deprecated timezones under the """"_A lot more bad legacy (deprecated) time zones._"""" section in _$badzones_ (lib/classes/date.php), while the aliases under """"_Link old timezone names with their new names._""""    NOTE: The general purpose of *PART 3* is to provide automatic timezone name changes, so when a calendar event or a user comes with Asia/Calcutta, the event or user is changed to Asia/Kolkata (or whatever is the new timezone name is). Also, in the future this can be expanded (in followups) for user edit and user upload.    *PART 4:* Deprecate and remove the existing translations (_lang/en/timezones.php_) of the old IANA timezones. Please see *GENERAL NOTE* to determine which timezone translations are safe to be deprecated and removed.    ------------------------     For the testing instructions you can manually edit the .ics file from the cloned issue:   # Open the .ics file using a text editor.   # Replace the timezone ID there (i.e. """"U.S. Mountain Standard Time"""") to one of the new ones added.   # Replace the time entries (i.e. """"202001"""" (2020 is the year and 01 the month) to a more recent date).    ------------------------    _Please create a clone of this issue for next version before closing this_"""
"MDL-67969","2020/02/14 12:54:37","2.0","275.0","""Calendar: View event details: Accessibility issues""","""h5. Issues  h6. A   * 2 errors were found using W3C Nu Validation Service and filtered to indicate WCAG errors only. See [^Fig. 1.01.png] and [^Fig. 4.03.png]    h5. Affected guidelines  h6. A   * *Parsing:*  *4.1.1* In content implemented using markup languages, elements have complete start and end tags, elements are nested according to their specifications, elements do not contain duplicate attributes, and any IDs are unique, except where the specifications allow these features. Note: Start and end tags that are missing a critical character in their formation, such as a closing angle bracket or a mismatched attribute value quotation mark are not complete."""
"MDL-68019","2020/02/21 03:34:22","1.0","387.0","""Improve favourites performance for the activity chooser""","""There are 2 parts to this:    The first, is an addition to the existing API, to address a situation encountered in MDL-67585. This situation is when a component wishes to store favourites for an area using multiple different itemtype strings. In such a case, we'd like to be able to get the favourites for all the item types at once - at present, this must be done via multiple API calls to find_favourites_by_type.    The second is to update the calling code in content_item_readonly_repository, to use the single new API call instead of several calls in a loop (the current situation).     """
"MDL-68030","2020/02/24 05:33:26","3.0","345.0","""Finalise the final layout of various Activity chooser elements""","""During the development of the activity chooser we have been focused on the functionality of the chooser and eye balling the designs.    Here, we want to ensure we match the designs and handle any unexpected cases in the designs and make sure we handle the responsiveness of the modal and items within it.    I can foresee some changes will have to be made as the original design had a reduced number of activities than we have in core so either scrolling or a larger modal will have to be used.    Link to invisio [here|https://projects.invisionapp.com/share/49UI6T8R2AK#/screens/388682476]"""
"MDL-68051","2020/02/25 15:49:20","1.0","660.0","""Some more accessibility issues for the tabs and tab panels in the revamped activity chooser""","""Seems like we missed some items about the accessibility of the tabs for the activity chooser.  h5. Switching tabs    The keyboard navigation between the tabs and their respective tab panels seem to be broken after switching between tabs. To reproduce:   #    ## Switch to another tab using the keyboard.   ## Press tab again. Expected behaviour:  {noformat}When the tab list contains the focus, moves focus to the next element in the tab sequence, which is the tabpanel element.  {noformat}  However, the focus does not move to the tab panel.    h5. Number of tabs   # Even when the Favourites or Recommended tabs are hidden, the screen reader keeps announcing that there are 3 tabs on the list. This will be confusing to the user.    h5. Axe   # Axe is reporting the following violation about the tab list:  {noformat}<li> elements must be contained in a <ul> or <ol>    Issue description: Ensures <li> elements are used semantically    Impact: serious    Element location  #activities-5 > .nav-item:nth-child(1)    Element source  <li class=""""nav-item"""">    To solve this violation, you need to:  Fix the following:  List item does not have a <ul>, <ol> without a role, or a role=""""list"""" parent element  {noformat}  Perhaps we can render the tab list as not an unordered list, similar to [https://www.w3.org/TR/wai-aria-practices/examples/tabs/tabs-2/tabs.html?]    h5. Tabs keyboard navigation   #  Tabs keyboard navigation is not working in certain browsers (ex. Firefox).   This is due to the usages of 'e.srcElement' which is not supported in every browser.      """
"MDL-68055","2020/02/26 01:50:34","1.0","82.0","""Module description text not formatted during export""","""This needs to be handled as FORMAT_MARKDOWN via format_text in the exporter."""
"MDL-68056","2020/02/26 05:48:10","3.0","464.0","""Improve performance of course_section_add_cm_control()""","""This method is called once per course section and currently handles a few cases:   # If $THEME->enablecourseajax == true AND $course->id == $this->page->course->id AND $usermodchooser == true (a user pref), then display the """"Add an activity or resource"""" link allowing the chooser modal to be opened.   # If $THEME->enablecourseajax == true AND $course->id == $this->page->course->id AND $usermodchooser == false (a user pref), then display fallback 1 - a control including two lists of resources and activities which, when selected, take the user to the creation page for that module.   # If $THEME->enablecourseajax == true AND $course->id != $this->page->course->id, then display fallback 1 - a control including two lists of resources and activities, which, when selected, take the user to the creation page for that module.   # If $THEME->enablecourseajax == false, then display fallback 1 - a control including two lists of resources and activities which, when selected, take the user to the creation page for that module.   # If JS is disabled in the browser (not a case we support any more), then fallback 2 is shown - a control including the same two lists of resources and activities plus a 'Go' submit button. The user needs to select the activity/resource and then click 'Go' in this fallback case.    Fallback 1 and 2 are handled by the same code - it's just that when loaded in a browser without js enabled, the 'Go' button is shown (it's inside a <noscript> tag)    The way this method is currently structured is such that we always generate the fallback control HTML. I.e. every time this method is called, which is once per course section, this is created. Then, if the theme supports course ajax (provided the course also matches the page course, as above), then we wrap that entire fallback HTML inside <noscript> tags and append the link control to the output string before returning.    I think we can clean this up. We don't have any obligation to support the """"I disabled JS in my browser"""" case as we have been JS dependent for some time now. We should therefore be able to do one of two things depending only on the courseajax support:   # Render fallback control 1 in cases where:   -- The theme sets $THEME->enablecourseajax to false or;   -- $THEME->enablecourseajax is true but course doesn't match the this->page->course or;   -- The user has disabled the modchooser in their user prefs.   -- We're running in Behat, since many behat setup steps expect the step _I add a """"x"""" to section """"y"""" and I fill the form with_ to work without JS.   # Render the link control in cases where the $THEME->enablecourseajax is true and the course matches the $this->page->course and the user preference allows for the chooser.    This would mean we're likely going to reduce DB calls, and reduce the volume of code we're running on every course home load - when editing is enabled, of course."""
"MDL-68076","2020/02/27 21:07:43","5.0","9266.0","""Create """"Feedback"""" link in Moodle to permanent survey site""","""To facilitate data collection from as broad a sample of Moodle users as possible, we should add a link within Moodle to a permanent URL on which surveys will be placed (e.g. """"https://feedback.moodle.org"""". At minimum, this landing page will always display a simple """"NPS"""" (net promoter score) survey. The landing page may also offer other questions or links to other surveys.    I suggest that the link be implemented as an icon in the header using the """"Bullhorn"""" icon from FontAwesome, to match the """"Feedback"""" activity. The icon should appear next to the existing Messaging and Notifications icons.    Attention should be drawn to the link by incorporating a User Tour for the 3.9 release.    Roll-over of the icon should display the text """"Give feedback on Moodle LMS"""". Clicking the icon should offer a popup with a short message: """"Click here to give feedback on the Moodle LMS"""" or similar.    Site administrators should have the option of disabling the feature. Whether the feature is enabled or not should be recorded in Site Registration data.    Site administrators who have registered their Moodle site should have an option to review and retrieve responses from their site only. Additional analysis tools may follow later.    A partner portal access to review data from sites hosted by that partner is also a possible future enhancement.    In addition to taking the user to the landing page, the link should also include the following information about the user in URL parameters:   * Site URL (can be used to tie responses to a registered site)   * Site short name   * User's preferred language (used to direct to a language-specific survey, if available)   * First three octets of user's URL, for coarse geographical location (allowable within GDPR, because the last octet is omitted)   * Length of time the user's Moodle account has been active on this site   * The type of page the user was on when they clicked the icon   * Any roles the user has in the context in which they clicked the icon   * Detailed Moodle version   * Name of Moodle theme and version    This data will be collected and recorded by the landing page, along with the timestamp and responses to questions on the landing page.    User clicks on the Feedback link should be logged in Events.   * [LimeSurvey|https://limesurvey.org/]   * LimeSurvey is open source survey software built in PHP. The Community version is well suited to Moodle's needs.   * Can be hosted at feedback.moodle.org (or whatever permanent URL is desired)   * Supports many standard question types   * Can accept parameters via URL, allowing key user information to be passed from the user's Moodle site (see below). This is called the [Start URL|https://manual.limesurvey.org/URL_fields#Start_URL]   * Conditional survey questions are possible using the """"Relevance"""" feature   * Supports fully anonymized responses, but this will nullify the submission date.   * Built in [statistical reports|https://manual.limesurvey.org/Statistics] for numerical/menu questions   * Exports to many kinds of analysis software, including R, SPSS, Excel, LibreOffice, etc.   * Can present the same survey in [multiple languages|https://manual.limesurvey.org/Question_type_-_Language_switch]. LimeSurvey can attempt to pre-populate this value from the user's language preference setting in Moodle via URL parameters.   * Supports [CAPTCHA codes |https://manual.limesurvey.org/Publication_%26_access]   * Can set a cookie to prevent repeated participation, but I don't recommend this unless the survey is reset regularly, e.g. monthly. (Data could still be combined for analysis.)   * Supports [geographic location from IP address|https://manual.limesurvey.org/Global_settings#General] using IP-Info-DB service or Google Maps – the free version is accurate to the country level, so complies with GDPR but still provides useful data. Try it here: [https://ipinfodb.com/]    * Outstanding advice on [how to design a good survey|https://manual.limesurvey.org/How_to_design_a_good_survey_(guide)]    h3. How to prepopulate questions via URL:    Question responses can be pre-filled in LimeSurvey by using URL arguments. The question is identified using a [SGQA identifier|https://manual.limesurvey.org/SGQA_identifier] constructed from the survey ID, group (question group) ID, question ID, and, if relevant, choice ID. These are combined into a single parameter delimited by """"X"""", as shown below. Multiple choice question codes need to be constructed differently, using question codes instead of IDs and  """"_"""" instead of """"X"""". (Note that there is another method of prefilling using [qcode naming|https://manual.limesurvey.org/URL_fields/en#Start_URL] via [panel integration|https://manual.limesurvey.org/Panel_integration], but it only seems to work with free text questions.)  h3. Examples:    {color:#de350b}*Survey ID*: 282444{color} (this will change when survey is implemented on permanent site)    {color:#00875a}*Group ID*: 2{color} (all the optional questions are in Group 2, the mandatory NPS questions being in Group 1)  ----  *Specific questions*:         *_How long have you been using Moodle LMS?_*    {color:#4c9aff}*Question ID*: 4{color}         Question type: Single choice answer         {color:#ff8b00}*Answer Option codes:*{color}   * {color:#ff8b00}AO01{color} Less than one month   * {color:#ff8b00}AO02{color} Less than one year   * {color:#ff8b00}AO03{color} Less than 3 years   * {color:#ff8b00}AO04{color} Three years or more         To prepopulate the response """"Less than one year"""", based on the """"First access to site"""" value for the user on clicking the Feedback link, include this string in the URL:         &*{color:#de350b}282444{color}X{color:#172b4d}2{color}X4*={color:#ff8b00}*AO02*{color}  ----  *_What version of Moodle LMS are you using?_*    {color:#4c9aff}*Question ID*: 5{color}         Question type: +short free text+ (to allow multiple decimal points). Note: it is possible to use a regular expression to validate this text.         To prepopulate """"3.8dev+ (Build: 20191105)"""" from server environment:    &*{color:#de350b}282444{color}X{color:#00875a}2{color}X{color:#4c9aff}5{color}*={color:#ff8b00}*3.8dev%2B%20%28Build%3A%2020191105%29*{color}       ----  *_What mode of instruction do you use with Moodle LMS?_*    {color:#4c9aff}*Question code*: G02Q05{color} _(Note that this question type uses a different option format)_    Question type: Multiple choice answer (check all that apply)    *{color:#ff8b00}Answer Option codes{color}:*   * {color:#ff8b00}SQ01{color} Face to face   * {color:#ff8b00}SQ02{color} Fully online   * {color:#ff8b00}SQ03{color} Blended or hybrid    To prepopulate """"Face to face"""" AND """"Blended or hybrid"""" from Analytics Site Settings:    &*{color:#4c9aff}G02Q05{color}*_*{color:#ff8b00}SQ01{color}=Y*&*{color:#4c9aff}G02Q05{color}*_*{color:#ff8b00}SQ03{color}=Y*         Example:    [http://gaeacoop.org/limesurvey/index.php/282444?newtest=Y&lang=en&G02Q05_SQ01=Y&G02Q05_SQ03=Y]  ----  *_What type of institution do you use Moodle LMS in?_*    {color:#4c9aff}*Question code*: G02Q06{color}     Question type: Multiple choice answer (check all that apply)    {color:#ff8b00}*Answer Option codes:*{color}   * {color:#ff8b00}SQ01{color} Academic   * {color:#ff8b00}SQ02{color} Corporate training   * {color:#ff8b00}SQ03{color} Non-governmental organization (NGO)         To prepopulate """"Academic"""" from Analytics Site Settings:    &{color:#4c9aff}*G02Q06*{color}_*{color:#ff8b00}SQ01{color}=Y*    [confirmed correct]    [http://gaeacoop.org/limesurvey/index.php/282444?newtest=Y&lang=en&G02Q06_SQ01=Y]  ----  *_What level of learning do you use Moodle LMS with?_*    *Question ID*: 6    *Question code*: G02Q07    Question type: Multiple choice answer (check all that apply)    *Answer Option codes:*   * SQ01 Early childhood education   * SQ02 Primary education   * SQ03 Lower secondary education   * SQ04 Upper secondary education   * SQ05 Post-secondary non-tertiary education (may include corporate or community/NGO training)   * SQ06 Short-cycle tertiary education (may include corporate or community/NGO training)   * SQ07 Bachelor or equivalent level   * SQ08 Master or equivalent level   * SQ09 Doctor or equivalent level         To prepopulate """"Bachelor or equivalent level"""" AND """"Master or equivalent level"""" from Analytics Site Settings:    &*G02Q07_**SQ07=Y*&*G02Q07_**SQ08=Y*    [confirmed correct]    [http://gaeacoop.org/limesurvey/index.php/282444?newtest=Y&lang=en&G02Q07_SQ07=Y&G02Q07_SQ08=Y]       ----  *_How do you use Moodle LMS?_*    *Question ID*: 34    {color:#4c9aff}*Question code*: G02Q08{color}    Question type: Multiple choice answer (check all that apply, *allows """"Other"""" with a short text box*)    *{color:#ff8b00}Answer Option codes{color}:*   * {color:#ff8b00}SQ01{color} Student   * {color:#ff8b00}SQ02{color} Teacher   * {color:#ff8b00}SQ03{color} Non-editing teacher   * {color:#ff8b00}SQ04{color} Course creator   * {color:#ff8b00}SQ05{color} Manager   * {color:#ff8b00}SQ06{color} Site administrator         To prepopulate """"Student"""" AND """"Teacher"""" AND """"{color:#ff8b00}Other{color}"""" and name of custom role """"{color:#403294}Pilot tester{color}"""" from user's role when they click the Feedback link:         &*{color:#4c9aff}G02Q08{color}*_*{color:#ff8b00}SQ01{color}=Y*&*{color:#4c9aff}G02Q08{color}*_*{color:#ff8b00}SQ02{color}=Y*&{color:#4c9aff}*G02Q08*{color}_*{color:#ff8b00}other{color}={color:#403294}Pilot%20tester{color}*    [confirmed correct]    [http://gaeacoop.org/limesurvey/index.php/282444?newtest=Y&lang=en&G02Q08_SQ01=Y&G02Q08_SQ02=Y&G02Q08_other=Pilot%20tester]         If we need to capture multiple """"other"""" roles, they can be delimited using any URL-legal character.       ----  *_What is the URL of your Moodle LMS site?_*    *Question ID*: 41     Question type: short free text. Note: it is possible to use a regular expression to validate this text.    *Including this question will allow linking the results to the site registration if the site is registered, so the site administrator can view a summary of responses.*         To prepopulate """"https://learn.moodle.net"""" from server environment:    &*282444X2X41*=*https%3A%2F%2Flearn.moodle.net*    [Confirmed correct]    [http://gaeacoop.org/limesurvey/index.php/282444?newtest=Y&lang=en&282444X2X41=https%3A%2F%2Flearn.moodle.net]       ----  *_In which country do you use Moodle?_*    *Question ID*: 42         Question type: short free text.     Limesurvey can automatically prepopulate the [geographic location from IP address|https://manual.limesurvey.org/Global_settings#General] using IP-Info-DB service or Google Maps – the free version is accurate to the country level, so complies with GDPR but still provides useful data. Try it here: [https://ipinfodb.com/]     This method requires registering with the IP-Info-DB service, Google Maps, or OpenStreetMaps to get an API key.    This data could also be drawn from the user's """"Country"""" value:    To prepopulate """"Canada"""" from the user's profile:    &*282444*X*2*X*42*=*Canada*    [confirmed correct]    [http://gaeacoop.org/limesurvey/index.php/282444?newtest=Y&lang=en&282444X2X42=Canada]       ----  h3. Analysis:         While LimeSurvey presents useful statistics per individual question, we need a deeper analysis of the relationships between questions and of the contents of free text responses. Data can be exported from LimeSurvey into a number of formats. From that data, I describe below how an analysis could be conducted in R. Obviously, there are many statistical software packages that could be used for this process. R is open source and has a huge support base, including many specialty packages for specific analyses. In particular, there are some highly useful text analysis tools that will be critical to extracting data from very large volumes of free text responses.        # Calculate mean and median raw NPS scores and standard deviation   # Calculate NPS using standard formula: on a 0-10 question, 0-6 are considered Detractors [-1], 7-8 are considered Passive [0], 9-10 are considered Promoter [+1]. Save this categorization per entry. Subtract the percentage of Detractors from the percentage of Promoters to determine NPS.    # Chi-Square analysis:   # determine if there are any significant roles / institution types/languages etc. that are especially happy/unhappy. This is done by using the """"promoter"""" positive value as a binary, and choosing        # Coarse region analysis based on IP address of respondents (primarily used for estimating survey coverage in this project)    There are other lexical analyses that could be performed, e.g. using Sentiment Analysis. See [https://docs.google.com/document/d/1vt8dAf9S0jaHGQdEuL-crFSDfMmTeFHXQVgeXC8D5zE] for more information."""
"MDL-68111","2020/03/05 05:30:20","1.0","56.0","""Core setting to toggle MoodleNet features globally (master)""","""Essentially just a feature toggle, but it won't be impacting anything in this issue.    Some things it will affect in future:    - The MoodleNet admin tool will check this to decide whether it permits communication to/from MoodleNet.  - The activity picker will present the link to MoodleNet in the footer if this setting is enabled.    """
"MDL-68112","2020/03/05 06:08:52","1.0","430.0","""The search icon container in the activity chooser search bar should use bootstrap classes""","""The search icon container in the activity chooser search bar should use the existing bootstrap class ('input-group-append') instead of creating a custom alternative one.    (https://tracker.moodle.org/browse/MDL-67263?focusedCommentId=785671&page=com.atlassian.jira.plugin.system.issuetabpanels%3Acomment-tabpanel#comment-785671)"""
"MDL-68129","2020/03/09 02:43:51","1.0","551.0","""Create mod_moodlenet activity (mod_moodlenet 3.7 and 3.8)""","""This plugin is part of a set (the set also includes an admin tool, 'tool_moodlenet') to be provided, via the plugins db, to sites on versions 3.7 and 3.8 of Moodle.    Acceptance criteria:    A minimal plugin which:  # Provides an implementation of get_shortcuts(), providing one single resource called  'MoodleNet' with relevant explanatory text in the description (text TBC).  # Provides a modified edit_form.php, which just redirects to a MoodleNet url (with params) instead of loading up the normal mod edit form. This allows the chooser to present the required MoodleNet item to the users, and allows them to be sent to MoodleNet via the edit_form.php page.  # The edit_form.php page asks the tool_moodlenet plugin (part of a set) for the MoodleNet URL for a given user and uses this link in redirection.  # mod_moodlenet: Fix edit.php so it correctly uses 'section' and not 'sr' (annoyingly, section return is something else entirely).  # Passes unit tests relating to privacy and is ready for deployment to the plugins DB."""
"MDL-68130","2020/03/09 03:01:10","1.0","51.0","""Add method which returns MoodleNet link (tool_moodlenet 3.7 and 3.8)""","""On stable branches, where we provide two plugins, the mod_moodlenet plugin needs to be able to ask the tool_moodlenet plugin for the MoodleNet endpoint for a given user. The module will then redirect the user there, initiating the MoodleNet browse-and-import process.    This URL can be one of two things:   # A URL to a tool_moodlenet page asking the user to either enter their MoodleNet profile URL or proceed to the global MoodleNet instance. This page will have been created in the blocker - MDL-68134.   # A user-specific MoodleNet URL, which WILL kick off the browse-and-import process with MoodleNet. This URL is based on the value of their custom profile field 'MoodleNet profile URL' (it uses only the site portion after the '@'). This URL MUST include two params 'site' and 'path':   -- Site must be a the URL of the Moodle site, url-encoded. E.g. institution.edu.   -- Path must be the path to the MoodleNet import endpoint, including course and section params, and should also be url-encoded. E.g. admin/tool/moodlenet/import.php?course=X&section=Y)    An example of the syntax of the complete URL is:   something.moodle.net?site=ENCODEDSITE&path=ENCODEDPATH    The acceptance criteria for this task is as follows:   # The method must be callable by another plugin and should take in params 'course' and 'section'.   # The method must return the user-specific MoodleNet URL if set in the user's custom profile field. Otherwise, if not set, it must return the URL of the tool_moodlenet page allowing the user to select the MoodleNet instance to go to (this page is created in MDL-68134)."""
"MDL-68134","2020/03/09 06:18:50","5.0","2836.0","""Page for selecting which MoodleNet instance to go to (tool_moodlenet 3.7 and 3.8)""","""This view is seen in the activity chooser in master, as a pane, but must be a plugin page in Moodle 3.7 and 3.8.     The acceptance criteria for this page are as follows:  # The look and feel of the page should match the mocks, albeit as a page not a pane.  # This page does not need to be linked to from anywhere in this issue.  # Entering a profile url and saving should:  #- Validate the profile URL syntax  #- Save the profile URL into the user's 'MoodleNet profile URL' custom field  #- Redirect the user to the respective MoodleNet endpoint - there is a method to generate this endpoint - see MDL-68140."""
"MDL-68140","2020/03/10 03:20:28","3.0","316.0","""Create a method which returns a MoodleNet endpoint (tool_moodlenet all versions)""","""Several issues need a method to generate a MoodleNet endpoint URL for a given profileurl and return path.     The way this URL is created is as follows:    # Take the users MoodleNet profile URL which will be in the format """"@name@their.moodlenet.site), grabbing the site portion only.  # Assume a fixed MoodleNet path of '/endpoint' for now (this is being worked on by the MoodleNet team)  # Append the endpoint to the site URL - e.g. their.moodle.site/endpoint  # Next, we need to pass 2 params to this endpoint - site and path - which represent the site and path we want MoodleNet to send users back to, once content is selected.  #- Site: this is the Moodle site URL, urlencoded. E.g. urlencode('my.moodle.site')  #- Path: this is the path to our MoodleNet plugin import endpoint, urlencoded, and can include params itself (this is important for getting back the course and section). E.g. urlencode('admin/tool/moodlenet/import.php?course=2&section=4')  # The endpoint should now look like:  their.moodle.site/endpoint?site=ENCODEDSITE&path=ENCODEDPATHWITHPARAMS    The acceptance criteria for this issue are as follows:  # Generated URL should match the above syntax.  # Unit tests to confirm the params and can be urldecoded and match the inputs.  """
"MDL-68141","2020/03/10 05:12:56","3.0","2760.0","""Add page for selecting a course (tool_moodlenet all versions)""","""This should be in all versions of the tool in the first iteration. Later, it will be replaced in master.    The mockups are still pending for this issue, however the functional acceptance criteria is as follows:  # When receiving a POST from MoodleNet (when the user clicks the 'Send to Moodle' button in MoodleNet - use the test client!), the tool should take the user to this new course selection page ONLY if the course param IS NOT set in the request to the import URL.  E.g. 1. Data POSTed to site/admin/tool/moodlenet/import.php?course=3&section=5 will NOT take the user to this new page. This represents an import where the user started in Moodle.  E.g. 2. Data POSTed to site/admin/tool/moodlenet/import.php will take the user to this new page. This represents an import where the user started in MoodleNet.  # The page should allow a course to be clicked. Clicking a course should send the user directly to the options selection page (MDL-67889) with relevant params (see next point)   # When sending the user to the options selection page (67889), the course id should be passed in, and section 0 (the first section) should be used. There is no section selection process in the first iteration."""
"MDL-68142","2020/03/10 05:37:39","3.0","241.0","""Code to migrate the feature toggle from the plugin settings to core (tool_moodlenet master only)""","""This is required so that sites can upgrade from 3.7 or 3.8 to master and retain their feature toggle state.    The way this should work is that the plugins have a version (say 2020030500) while the master plugin will be on a higher version (say 2020031000). In the master upgrade code for the tool, we want to read the tool setting and write it to the core setting.    Acceptance criteria for this issue is as follows:   # 3.7 or 3.8 should be able to upgrade to master and the value of their feature toggle should carry over to the core setting in master.   # This should work when the toggle is true or false i.e. works regardless of state.   # Put a comment in version.php in the plugin to make sure it doesn't ever exceed a certain version number in master."""
"MDL-68147","2020/03/11 02:02:31","1.0","35.0","""Activity names on recommended activity admin page are bold""","""They don't need to be bold. Let's match what it looks like on the manage activities page.     """
"MDL-68171","2020/03/13 07:32:40","2.0","218.0","""Add the ability to set the join type between filters in the participants filter""","""Introduce the ability to join filter conditions in a filter set by """"All"""", """"Any"""" and """"None"""" join (match) types.    As shown in [this step|https://projects.invisionapp.com/share/NAVHB0RQY2X#/screens/403328876] of the Invision design."""
"MDL-68196","2020/03/18 12:54:11","1.0","718.0","""Course participants: Enrol user: Accessibility issues""","""h5. Issues  h6. A   * *(IE only issue)* When the select users dropdown menu receives focus, it automatically expands. The user is unable to close the dropdown menu which obscures the rest of the form. See Fig. 10.02   * -label. See Fig. 10.01.- --> Fixed by MDL-67968   * -Errors were found using W3C Nu Validation Service and filtered to indicate WCAG errors only. See Fig. 10.01.- --> addressed at MDL-68148    h6. AA   * -Colour contrast #3, #4.- --> addressed at MDL-64494    h5. Affected guidelines  h6. A   * *On Focus:*   *3.2.1* When any component receives focus, it does not initiate a change of context   * *Labels or Instructions*   *3.3.2* Labels or instructions are provided when content requires user input   * *Parsing:*   *4.1.1* In content implemented using markup languages, elements have complete start and end tags, elements are nested according to their specifications, elements do not contain duplicate attributes, and any IDs are unique, except where the specifications allow these features.    Note: Start and end tags that are missing a critical character in their formation, such as a closing angle bracket or a mismatched attribute value quotation mark are not complete.    h6. AA   * 1.4.11"""
"MDL-68200","2020/03/18 16:06:23","1.0","4036.0","""Forum: Discussion list: Accessibility issues""","""h5. Issues  h6. A   * -The links in the """"Jump to…"""" drop down are triggered when the mouse/finger is clicks/touches the element rather than when it is lifted.- --> could not reproduce on any of the supported browsers   * -Empty form labels. See Fig. 11.03- --> Fixed as part of MDL-67968   * Errors found using W3C Nu Validation Service and filtered to indicate WCAG errors only    h6. AA   * -Text breaks out of its containers when zoomed to 400%. This occurs in IE only. See Fig. 11.04- --> deferred to MDL-68249   * -Colour contrast #3, #28- --> Will be addressed on MDL-64494    h6. AAA   * Month abbreviations such as """"Jun"""", """"Feb"""" are not fully explained. Even well known abbreviations need to either be expanded on the first use on a page or that a link to a glossary or list of terms be provided    h5. Affected guidelines  h6. A   * *Pointer Cancellation:*   *2.5.2* For functionality that can be operated using a single pointer, at least one of the following is true:   No Down-Event   The down-event of the pointer is not used to execute any part of the function;   Abort or Undo   Completion of the function is on the up-event, and a mechanism is available to abort the function before completion or to undo the function after completion;   Up Reversal   The up-event reverses any outcome of the preceding down-event;   Essential   Completing the function on the down-event is essential.   * *Labels or Instructions*   *3.3.2* Labels or instructions are provided when content requires user input   * *Parsing:*   *4.1.1* In content implemented using markup languages, elements have complete start and end tags, elements are nested according to their specifications, elements do not contain duplicate attributes, and any IDs are unique, except where the specifications allow these features.    Note: Start and end tags that are missing a critical character in their formation, such as a closing angle bracket or a mismatched attribute value quotation mark are not complete.    h6. AA   * *Reflow:*   *1.4.10* Content can be presented without loss of information or functionality, and without requiring scrolling in two dimensions for:   Vertical scrolling content at a width equivalent to 320 CSS pixels;   Horizontal scrolling content at a height equivalent to 256 CSS pixels.   Except for parts of the content which require two-dimensional layout for usage or meaning.   * *Non-text Contrast:*   *1.4.11* The visual presentation of the following have a contrast ratio of at least 3:1 against adjacent color(s):   User Interface Components   Visual information required to identify user interface components and states, except for inactive components or where the appearance of the component is determined by the user agent and not modified by the author;   Graphical Objects   Parts of graphics required to understand the content, except when a particular presentation of graphics is essential to the information being conveyed.    h6. AAA   * *Abbreviations:*   *3.1.4* A mechanism for identifying the expanded form or meaning of abbreviations is available."""
